StudentID,DeviceType,Study_Hours,Engagement_Score,Performance_Rating,Department,AgeGroup,Region,Internet_Performance_Impact
2675,Tablet,4.7,66.84,66.19,Arts,18-22,Central,-2.63
2676,Laptop,6.4,72.58,72.33,Sciences,18-22,North,-9.92
2677,Hybrid Device,5.6,60.24,81.57,Medical,18-22,Central,-6.05
2678,Hybrid Device,6.0,80.67,78.26,Business,Under 18,South,-3.88
2679,Hybrid Device,6.6,79.05,72.57,Sciences,Under 18,East,-5.29
2680,Hybrid Device,5.3,74.31,72.99,Arts,18-22,West,-4.56
2681,Smartphone,5.0,78.09,71.78,Arts,18-22,North,3.75
2682,Desktop,5.1,62.93,73.49,Business,18-22,West,-4.59
2683,Desktop,6.1,65.23,83.76,Medical,18-22,East,-3.72
2684,Smartphone,4.8,84.94,74.07,Sciences,Under 18,South,1.42
2685,Tablet,5.9,63.13,76.48,Business,18-22,South,1.91
2686,Tablet,4.5,80.81,79.96,Medical,Under 18,East,-8.74
2687,Hybrid Device,5.3,68.13,76.53,Engineering,23-30,West,0.56
2688,Laptop,6.4,80.24,80.48,Engineering,Under 18,North,-2.76
2689,Tablet,4.1,55.69,77.95,Medical,23-30,Central,-7.99
2690,Laptop,6.0,73.23,65.37,Arts,Under 18,South,-6.03
2691,Desktop,6.6,80.0,73.8,Arts,Under 18,East,-9.32
2692,Laptop,6.1,72.79,80.25,Engineering,Under 18,West,-4.6
2693,Desktop,5.4,73.23,68.67,Arts,18-22,North,-6.17
2694,Smartphone,4.0,77.39,66.85,Arts,Under 18,West,-4.27
2695,Smartphone,4.8,67.73,81.76,Medical,18-22,North,-1.29
2696,Hybrid Device,6.2,74.5,75.79,Medical,Under 18,Central,0.99
2697,Tablet,5.4,84.21,69.24,Arts,Under 18,Central,-0.92
2698,Hybrid Device,5.7,62.7,75.86,Medical,23-30,East,0.18
2699,Desktop,5.4,78.42,74.78,Sciences,Under 18,East,2.98
2700,Hybrid Device,5.5,78.99,72.27,Engineering,18-22,North,3.11
2701,Laptop,6.1,66.35,75.03,Sciences,23-30,North,2.91
2702,Desktop,5.6,73.95,75.39,Sciences,23-30,North,-7.7
2703,Smartphone,4.1,71.6,69.87,Arts,Under 18,North,-6.23
2704,Tablet,5.4,82.7,66.75,Arts,Under 18,Central,-2.47
2705,Desktop,6.5,58.39,70.81,Sciences,23-30,East,-4.62
2706,Desktop,5.3,76.21,72.51,Sciences,18-22,East,-8.02
2707,Laptop,6.5,82.83,74.65,Business,Under 18,South,-5.68
2708,Tablet,5.3,56.79,76.42,Business,23-30,East,4.63
2709,Smartphone,3.0,68.18,72.01,Engineering,18-22,East,-4.8
2710,Desktop,5.1,80.89,75.69,Sciences,Under 18,West,-3.72
2711,Desktop,6.3,52.48,82.13,Medical,23-30,West,-9.9
2712,Laptop,5.8,68.89,74.45,Business,23-30,South,0.79
2713,Hybrid Device,5.3,71.66,68.43,Arts,Under 18,North,-3.8
2714,Smartphone,3.1,78.29,76.74,Sciences,18-22,South,-8.45
2715,Tablet,4.3,65.53,82.85,Medical,18-22,South,4.53
2716,Desktop,6.9,64.39,84.83,Medical,23-30,Central,1.66
2717,Desktop,6.5,62.34,78.72,Medical,18-22,East,0.89
2718,Smartphone,4.1,56.74,74.07,Arts,23-30,Central,4.37
2719,Hybrid Device,6.9,76.06,70.87,Business,Under 18,East,-3.89
2720,Desktop,6.2,69.74,79.11,Medical,18-22,South,0.78
2721,Smartphone,4.5,70.0,74.65,Business,Under 18,East,-6.91
2722,Laptop,5.6,72.22,76.41,Engineering,23-30,North,0.46
2723,Hybrid Device,6.2,70.12,71.25,Arts,Under 18,North,-9.79
2724,Tablet,4.3,75.47,71.7,Business,18-22,South,-8.11
2725,Desktop,5.8,77.06,78.66,Business,Under 18,West,-3.62
2726,Smartphone,3.1,70.48,80.52,Medical,18-22,North,-9.82
2727,Laptop,5.4,64.17,84.04,Medical,18-22,South,-3.07
2728,Tablet,4.1,72.15,65.03,Arts,18-22,Central,-2.16
2729,Smartphone,3.8,70.74,76.3,Business,18-22,West,-0.68
2730,Smartphone,4.7,63.28,73.3,Sciences,18-22,North,-8.49
2731,Tablet,4.8,55.95,80.05,Medical,23-30,South,-7.28
2732,Laptop,6.7,71.0,82.44,Medical,Under 18,South,-0.8
2733,Laptop,6.3,51.66,74.27,Engineering,23-30,Central,-0.13
2734,Hybrid Device,6.0,70.21,67.05,Arts,Under 18,Central,-9.61
2735,Desktop,5.5,73.31,77.03,Business,Under 18,West,-1.89
2736,Tablet,5.8,80.19,75.21,Business,Under 18,North,1.77
2737,Tablet,4.1,57.91,72.34,Business,23-30,South,-8.96
2738,Tablet,5.4,66.85,79.84,Medical,18-22,West,-3.8
2739,Laptop,6.2,62.64,69.6,Arts,18-22,West,-5.1
2740,Desktop,5.9,64.39,76.91,Business,23-30,Central,3.7
2741,Hybrid Device,5.5,66.84,70.02,Sciences,18-22,South,-7.21
2742,Smartphone,3.9,80.14,77.87,Engineering,Under 18,East,-5.22
2743,Smartphone,4.7,74.83,78.06,Engineering,18-22,Central,3.48
2744,Tablet,5.7,71.69,77.46,Business,18-22,South,-5.04
2745,Desktop,6.9,65.52,83.89,Medical,18-22,West,-2.03
2746,Laptop,5.6,77.63,76.4,Engineering,Under 18,West,-9.5
2747,Desktop,5.8,65.04,75.43,Engineering,18-22,North,4.77
2748,Desktop,5.0,78.06,73.02,Engineering,18-22,East,2.37
2749,Laptop,6.9,75.33,75.37,Engineering,18-22,Central,-0.48
2750,Tablet,4.7,62.33,70.68,Business,23-30,North,-9.09
2751,Desktop,5.8,74.14,73.03,Arts,23-30,North,-8.88
2752,Smartphone,4.8,70.94,73.07,Arts,18-22,East,-1.83
2753,Laptop,6.1,58.21,79.17,Medical,23-30,Central,-5.72
2754,Hybrid Device,6.1,52.39,72.08,Sciences,23-30,Central,-0.66
2755,Tablet,4.4,78.16,66.18,Arts,Under 18,West,-1.03
2756,Laptop,6.0,71.51,76.81,Sciences,23-30,Central,2.58
2757,Hybrid Device,6.8,71.67,73.77,Arts,23-30,North,-5.78
2758,Hybrid Device,6.1,72.09,67.66,Arts,18-22,West,-1.33
2759,Desktop,5.5,75.9,81.22,Medical,Under 18,Central,1.66
2760,Desktop,5.1,79.75,74.59,Engineering,Under 18,East,-2.64
2761,Desktop,5.7,81.43,77.25,Medical,Under 18,North,2.46
2762,Laptop,6.1,60.29,65.21,Arts,23-30,South,-8.03
2763,Laptop,5.1,69.53,77.77,Engineering,18-22,East,1.01
2764,Tablet,5.2,80.21,73.5,Engineering,Under 18,East,4.14
2765,Desktop,6.0,83.15,72.12,Engineering,Under 18,Central,-5.02
2766,Hybrid Device,6.6,69.78,70.84,Sciences,23-30,West,-4.5
2767,Smartphone,3.1,70.34,68.14,Arts,Under 18,West,-8.75
2768,Tablet,5.6,62.49,76.69,Business,18-22,North,-0.38
2769,Laptop,6.0,82.79,77.03,Medical,Under 18,Central,-1.71
2770,Tablet,4.7,76.68,77.1,Sciences,18-22,West,-9.39
2771,Tablet,5.9,67.78,77.88,Medical,18-22,South,1.28
2772,Tablet,4.3,71.69,73.31,Business,18-22,Central,2.44
2773,Tablet,5.1,72.65,74.18,Engineering,23-30,Central,3.61
2774,Smartphone,3.6,72.79,72.54,Business,23-30,West,-1.81
2775,Desktop,6.1,75.66,75.74,Medical,18-22,East,-3.21
2776,Hybrid Device,6.1,64.19,72.95,Business,18-22,Central,3.14
2777,Tablet,4.2,80.95,73.6,Arts,Under 18,East,-4.02
2778,Tablet,5.3,71.52,76.88,Business,Under 18,North,-0.17
2779,Tablet,5.3,83.41,73.75,Arts,Under 18,North,-0.77
2780,Desktop,6.5,53.73,71.05,Business,23-30,West,-4.42
2781,Laptop,5.2,79.94,69.56,Arts,Under 18,North,-8.7
2782,Laptop,5.6,72.2,67.29,Arts,18-22,West,-9.68
2783,Smartphone,4.3,75.54,77.21,Business,18-22,West,-3.58
2784,Laptop,5.3,63.79,77.76,Sciences,23-30,East,-2.78
2785,Tablet,5.4,51.49,80.15,Engineering,23-30,East,2.34
2786,Tablet,4.1,80.59,72.35,Engineering,Under 18,North,-3.78
2787,Tablet,4.7,59.58,75.17,Engineering,23-30,East,-5.78
2788,Smartphone,4.7,66.41,65.29,Arts,18-22,Central,-3.07
2789,Tablet,5.5,79.83,72.4,Engineering,18-22,South,-6.43
2790,Laptop,6.3,64.76,65.8,Arts,23-30,Central,-8.63
2791,Desktop,6.7,74.21,72.21,Sciences,18-22,Central,-8.3
2792,Desktop,6.4,63.16,73.04,Business,23-30,West,-5.21
2793,Hybrid Device,6.0,75.4,74.0,Business,18-22,South,-9.81
2794,Laptop,7.0,81.28,69.05,Arts,Under 18,West,-6.7
2795,Tablet,5.4,66.43,72.71,Arts,23-30,East,1.81
2796,Desktop,6.2,74.94,71.13,Sciences,23-30,East,-6.48
2797,Laptop,5.8,61.49,73.58,Engineering,23-30,South,-8.34
2798,Desktop,6.8,74.12,75.01,Sciences,18-22,North,4.24
2799,Tablet,4.6,81.97,75.72,Business,Under 18,East,-0.66
2800,Desktop,5.0,59.4,71.54,Business,23-30,Central,-9.1
2801,Hybrid Device,5.4,69.14,80.52,Engineering,18-22,South,-9.07
2802,Hybrid Device,5.2,74.23,73.29,Business,23-30,South,-0.82
2803,Desktop,5.6,60.65,68.67,Arts,18-22,East,-1.9
2804,Laptop,6.7,75.03,74.2,Business,Under 18,East,-8.97
2805,Laptop,6.3,69.72,78.23,Medical,18-22,West,-6.64
2806,Laptop,5.3,60.03,77.57,Engineering,18-22,West,3.94
2807,Desktop,6.6,72.48,75.89,Engineering,23-30,Central,-1.42
2808,Laptop,6.0,65.72,74.59,Engineering,18-22,South,-3.4
2809,Tablet,5.0,56.44,84.04,Medical,23-30,North,-6.25
2810,Hybrid Device,5.7,76.41,72.47,Sciences,18-22,North,-7.99
2811,Tablet,5.7,74.17,71.98,Arts,Under 18,South,-3.96
2812,Laptop,5.6,73.15,75.47,Engineering,18-22,Central,3.84
2813,Tablet,4.2,70.54,74.35,Business,23-30,West,-9.27
2814,Laptop,5.6,75.85,67.36,Arts,18-22,West,4.86
2815,Desktop,6.4,75.64,77.52,Business,18-22,West,-6.88
2816,Tablet,5.3,71.33,72.37,Arts,Under 18,North,-3.87
2817,Desktop,5.4,52.0,65.22,Arts,23-30,North,-9.32
2818,Desktop,5.2,74.6,70.6,Business,Under 18,Central,-1.23
2819,Smartphone,4.3,60.72,79.22,Business,18-22,North,-2.75
2820,Laptop,6.4,77.51,73.89,Arts,Under 18,East,0.0
2821,Hybrid Device,5.7,67.9,77.06,Engineering,18-22,North,-1.86
2822,Laptop,6.7,71.14,74.93,Business,18-22,West,-4.03
2823,Hybrid Device,7.0,74.48,83.12,Medical,Under 18,Central,1.07
2824,Laptop,5.4,77.29,76.38,Medical,Under 18,South,-9.62
2825,Desktop,6.2,66.69,71.54,Arts,18-22,South,-1.88
2826,Tablet,4.0,72.93,73.81,Sciences,Under 18,Central,-8.29
2827,Tablet,5.4,79.74,72.43,Arts,Under 18,East,-3.46
2828,Smartphone,3.8,73.47,65.3,Arts,18-22,South,1.87
2829,Hybrid Device,5.4,70.73,77.93,Engineering,23-30,West,-7.86
2830,Hybrid Device,6.5,83.12,77.57,Engineering,Under 18,South,4.04
2831,Hybrid Device,6.6,80.57,76.73,Sciences,Under 18,South,3.33
2832,Desktop,5.2,67.19,75.41,Sciences,23-30,West,-3.78
2833,Hybrid Device,5.1,70.85,77.04,Sciences,Under 18,North,-9.91
2834,Tablet,4.7,62.2,77.1,Sciences,18-22,East,1.85
2835,Desktop,6.3,82.19,73.27,Sciences,Under 18,West,3.21
2836,Laptop,6.6,64.66,66.37,Arts,18-22,West,-7.38
2837,Hybrid Device,6.1,58.89,71.3,Arts,23-30,Central,3.74
2838,Hybrid Device,6.2,53.63,83.74,Medical,23-30,East,3.71
2839,Laptop,6.6,54.88,75.75,Medical,23-30,North,-2.93
2840,Hybrid Device,6.1,81.63,75.58,Business,Under 18,West,1.97
2841,Laptop,6.2,56.55,66.15,Arts,23-30,North,-3.33
2842,Desktop,6.0,76.74,70.22,Sciences,Under 18,West,-1.54
2843,Tablet,5.8,72.28,76.8,Business,Under 18,West,-5.2
2844,Laptop,5.5,80.17,78.82,Engineering,Under 18,Central,-7.61
2845,Smartphone,3.5,68.21,71.01,Arts,23-30,South,1.2
2846,Laptop,5.3,59.04,83.59,Medical,23-30,East,-9.98
2847,Hybrid Device,6.6,81.77,65.81,Arts,Under 18,Central,-1.31
2848,Desktop,5.8,56.0,66.05,Arts,23-30,North,2.97
2849,Desktop,5.7,80.38,73.65,Arts,Under 18,West,-6.68
2850,Laptop,7.0,68.25,70.03,Arts,23-30,West,-5.01
2851,Tablet,5.9,79.37,74.73,Engineering,18-22,East,-1.19
2852,Smartphone,4.9,55.81,82.38,Medical,23-30,Central,-6.3
2853,Desktop,5.3,52.34,73.94,Arts,23-30,Central,2.71
2854,Hybrid Device,6.8,56.58,78.9,Engineering,23-30,North,-4.5
2855,Hybrid Device,5.7,71.84,77.92,Business,Under 18,Central,-1.28
2856,Tablet,4.0,72.55,67.82,Arts,Under 18,Central,-6.61
2857,Desktop,5.8,66.68,74.89,Engineering,18-22,South,-9.38
2858,Laptop,6.0,68.28,76.91,Sciences,18-22,East,-7.39
2859,Hybrid Device,5.2,78.07,76.15,Business,18-22,Central,-9.31
2860,Tablet,5.1,72.93,77.34,Medical,Under 18,North,-2.97
2861,Desktop,6.6,79.44,70.24,Arts,18-22,West,-1.2
2862,Desktop,5.8,76.2,71.86,Arts,18-22,Central,-9.33
2863,Desktop,5.7,72.04,74.19,Engineering,23-30,Central,-8.64
2864,Desktop,5.7,78.59,81.55,Medical,18-22,West,-2.72
2865,Desktop,6.8,68.83,70.34,Sciences,23-30,South,1.99
2866,Hybrid Device,5.1,81.83,73.04,Business,Under 18,East,-0.58
2867,Tablet,4.9,76.57,81.74,Medical,Under 18,South,-8.43
2868,Desktop,5.5,62.76,66.49,Arts,23-30,North,3.31
2869,Smartphone,4.8,78.65,74.22,Engineering,18-22,Central,3.76
2870,Smartphone,3.2,75.67,77.03,Sciences,Under 18,South,-5.13
2871,Tablet,4.8,51.05,78.74,Engineering,23-30,East,-0.76
2872,Laptop,5.8,81.44,74.99,Business,Under 18,North,-2.62
2873,Laptop,6.8,78.6,77.11,Medical,Under 18,South,4.13
2874,Laptop,5.4,76.3,75.41,Engineering,18-22,Central,-2.37
2875,Smartphone,4.3,71.13,77.74,Engineering,Under 18,East,4.4
2876,Laptop,5.3,65.53,66.55,Arts,23-30,Central,-7.01
2877,Hybrid Device,6.9,64.95,76.82,Engineering,18-22,Central,-4.82
2878,Desktop,6.2,72.58,73.27,Sciences,23-30,North,1.72
2879,Smartphone,4.3,52.75,79.77,Medical,23-30,East,1.75
2880,Tablet,4.9,71.08,71.06,Business,23-30,West,0.98
2881,Tablet,4.7,61.77,73.06,Engineering,18-22,Central,2.89
2882,Desktop,5.4,70.38,77.71,Sciences,Under 18,East,0.54
2883,Smartphone,4.2,55.88,79.79,Business,23-30,Central,-0.46
2884,Laptop,6.9,75.0,73.41,Sciences,Under 18,South,-3.12
2885,Laptop,5.7,79.4,79.89,Engineering,Under 18,South,-2.99
2886,Hybrid Device,6.8,53.29,78.56,Engineering,23-30,East,-3.91
2887,Hybrid Device,5.3,76.56,76.17,Medical,Under 18,North,-0.7
2888,Laptop,6.9,64.09,67.97,Arts,18-22,West,-3.9
2889,Tablet,4.7,77.11,72.51,Sciences,18-22,South,-7.79
2890,Tablet,4.8,70.67,70.96,Arts,Under 18,North,-8.4
2891,Hybrid Device,5.9,75.34,70.8,Arts,Under 18,West,3.87
2892,Desktop,6.4,72.63,79.24,Business,18-22,South,-9.63
2893,Laptop,6.4,83.7,77.9,Business,Under 18,West,-8.42
2894,Hybrid Device,6.0,83.02,76.85,Sciences,Under 18,Central,-3.32
2895,Hybrid Device,6.0,83.43,73.91,Arts,Under 18,East,-6.06
2896,Laptop,5.1,70.94,83.01,Medical,Under 18,South,-3.91
2897,Laptop,5.6,71.02,68.33,Arts,23-30,South,-8.24
2898,Tablet,4.7,81.7,72.15,Business,Under 18,Central,-8.04
2899,Desktop,6.1,78.05,70.72,Arts,18-22,South,2.01
2900,Desktop,6.1,57.79,78.9,Engineering,23-30,South,1.39
2901,Laptop,6.4,72.79,75.87,Engineering,23-30,South,-8.44
2902,Smartphone,4.4,68.05,83.48,Medical,18-22,South,0.02
2903,Hybrid Device,5.5,79.51,77.68,Sciences,Under 18,South,-0.86
2904,Hybrid Device,6.5,60.6,70.69,Arts,23-30,North,0.7
2905,Laptop,5.0,60.69,76.57,Engineering,23-30,South,-2.88
2906,Smartphone,4.4,78.2,76.74,Sciences,Under 18,Central,-5.95
2907,Tablet,4.2,75.34,72.24,Engineering,Under 18,South,-0.04
2908,Laptop,6.5,75.85,71.03,Sciences,18-22,West,-4.43
2909,Laptop,6.1,65.84,76.77,Sciences,23-30,West,-6.72
2910,Hybrid Device,5.9,80.35,79.32,Engineering,Under 18,Central,-3.87
2911,Laptop,6.4,73.47,74.16,Business,Under 18,North,1.45
2912,Laptop,5.1,79.39,77.11,Sciences,18-22,Central,-2.86
2913,Laptop,5.4,66.5,68.51,Arts,23-30,North,-5.5
2914,Hybrid Device,6.2,72.96,78.34,Engineering,Under 18,East,2.48
2915,Tablet,5.7,75.01,76.34,Business,18-22,West,3.22
2916,Tablet,4.8,54.34,73.84,Engineering,23-30,West,-3.5
2917,Laptop,5.5,51.58,77.85,Medical,23-30,West,-4.38
2918,Hybrid Device,6.0,63.19,74.16,Arts,23-30,North,-0.81
2919,Tablet,5.2,63.84,76.83,Medical,23-30,Central,-9.13
2920,Tablet,4.8,63.78,71.39,Sciences,18-22,North,0.37
2921,Tablet,5.8,75.23,73.84,Sciences,Under 18,West,1.73
2922,Hybrid Device,6.0,73.64,75.92,Medical,23-30,West,-4.04
2923,Hybrid Device,5.1,57.13,83.95,Medical,23-30,West,-7.38
2924,Laptop,5.4,72.33,70.8,Sciences,Under 18,West,-9.57
2925,Desktop,5.9,74.81,76.17,Business,23-30,East,-0.44
2926,Tablet,5.4,57.56,68.4,Arts,23-30,West,-5.97
2927,Desktop,5.4,80.2,80.04,Engineering,Under 18,North,-3.04
2928,Hybrid Device,7.0,73.47,80.9,Medical,Under 18,West,-4.2
2929,Hybrid Device,5.6,63.75,68.88,Arts,23-30,South,-7.38
2930,Hybrid Device,6.1,75.79,81.84,Engineering,Under 18,East,-2.37
2931,Desktop,5.0,79.23,72.66,Engineering,18-22,West,-3.11
2932,Hybrid Device,6.8,68.66,80.78,Medical,18-22,South,-0.64
2933,Laptop,6.6,64.6,79.9,Business,23-30,North,-6.22
2934,Hybrid Device,5.4,73.62,76.91,Business,23-30,East,-6.78
2935,Smartphone,4.9,84.84,72.4,Arts,Under 18,West,2.22
2936,Desktop,5.6,71.52,65.32,Arts,Under 18,North,0.53
2937,Smartphone,4.4,70.86,70.17,Sciences,23-30,South,1.58
2938,Hybrid Device,6.6,59.55,70.36,Business,23-30,East,-8.15
2939,Laptop,6.5,71.9,74.92,Arts,18-22,West,-6.64
2940,Tablet,5.8,75.63,77.84,Sciences,Under 18,North,-1.37
2941,Hybrid Device,6.7,60.03,75.35,Engineering,23-30,East,2.86
2942,Laptop,7.0,53.97,67.91,Arts,23-30,South,3.38
2943,Desktop,5.4,78.59,71.17,Sciences,Under 18,West,2.48
2944,Smartphone,3.6,78.2,73.29,Business,Under 18,East,-9.35
2945,Smartphone,4.3,54.73,75.7,Engineering,23-30,South,2.31
2946,Smartphone,4.5,63.54,72.48,Arts,23-30,South,3.49
2947,Desktop,6.1,74.33,78.66,Business,23-30,North,-9.15
2948,Laptop,5.1,80.72,79.47,Engineering,Under 18,South,-3.76
2949,Desktop,6.7,62.02,81.46,Medical,23-30,South,-1.95
2950,Smartphone,4.9,72.9,77.66,Business,23-30,Central,-6.51
2951,Hybrid Device,5.8,64.38,82.38,Medical,23-30,South,-2.25
2952,Tablet,4.4,62.7,69.76,Arts,18-22,West,3.29
2953,Desktop,5.0,70.95,72.69,Sciences,18-22,East,3.0
2954,Desktop,5.5,72.71,67.83,Arts,Under 18,West,4.1
2955,Laptop,6.4,69.19,76.79,Business,23-30,West,-2.74
2956,Laptop,6.8,74.18,84.59,Medical,23-30,North,-3.84
2957,Desktop,5.2,75.41,80.81,Medical,Under 18,Central,-0.01
2958,Smartphone,4.1,76.52,81.13,Engineering,Under 18,Central,-3.75
2959,Tablet,5.4,76.32,65.14,Arts,Under 18,West,-9.37
2960,Laptop,5.6,57.13,72.94,Arts,23-30,East,0.8
2961,Smartphone,4.1,75.88,78.54,Business,18-22,Central,-5.79
2962,Hybrid Device,6.4,79.27,81.31,Medical,Under 18,Central,-9.26
2963,Laptop,6.7,51.6,79.34,Business,23-30,West,-9.69
2964,Smartphone,3.9,82.58,75.9,Business,Under 18,Central,3.97
2965,Smartphone,4.5,54.68,77.41,Medical,23-30,North,-6.22
2966,Tablet,4.6,84.69,72.16,Business,Under 18,West,-3.28
2967,Tablet,4.4,59.42,80.56,Medical,23-30,Central,4.26
2968,Hybrid Device,5.4,79.25,79.06,Business,Under 18,Central,-2.99
2969,Smartphone,3.7,61.56,70.58,Sciences,18-22,Central,-8.82
2970,Smartphone,3.1,75.17,76.04,Business,Under 18,West,-1.72
2971,Tablet,4.6,82.04,77.7,Business,Under 18,East,-8.68
2972,Laptop,6.3,69.54,70.92,Sciences,18-22,South,-8.57
2973,Laptop,6.3,83.57,66.17,Arts,Under 18,Central,2.77
2974,Desktop,5.1,71.5,78.66,Medical,18-22,South,-5.66
2975,Tablet,4.6,73.21,74.74,Engineering,23-30,South,0.18
2976,Desktop,6.1,79.65,71.59,Sciences,18-22,Central,-2.37
2977,Tablet,4.6,69.08,66.99,Arts,18-22,Central,-6.67
2978,Hybrid Device,5.8,64.13,71.31,Business,23-30,South,-2.23
2979,Smartphone,4.4,76.7,71.11,Arts,18-22,East,-8.97
2980,Hybrid Device,5.0,64.43,75.51,Sciences,18-22,South,-4.79
2981,Tablet,4.6,71.54,77.03,Business,23-30,East,-2.16
2982,Smartphone,3.3,78.88,70.32,Arts,Under 18,North,-6.57
2983,Laptop,5.3,80.88,81.53,Engineering,Under 18,East,-0.1
2984,Laptop,6.9,61.6,83.81,Medical,18-22,West,-9.22
2985,Desktop,5.8,81.49,84.58,Medical,Under 18,Central,-2.73
2986,Tablet,5.1,74.66,73.11,Sciences,Under 18,North,0.72
2987,Tablet,5.5,76.1,78.78,Business,18-22,South,-3.55
2988,Laptop,5.1,62.73,77.63,Business,23-30,East,3.12
2989,Hybrid Device,5.5,74.12,78.4,Medical,Under 18,North,-0.52
2990,Smartphone,4.7,79.06,66.07,Arts,18-22,West,4.38
2991,Hybrid Device,6.7,69.13,76.83,Business,23-30,East,-5.74
2992,Hybrid Device,5.7,84.79,73.36,Engineering,Under 18,South,4.08
2993,Laptop,5.7,59.11,74.94,Engineering,23-30,South,-0.9
2994,Laptop,6.5,72.98,75.0,Business,18-22,East,1.18
2995,Laptop,5.6,65.29,76.8,Business,23-30,West,3.53
2996,Desktop,5.2,67.19,84.26,Medical,23-30,Central,-1.73
2997,Hybrid Device,5.5,60.77,74.75,Sciences,18-22,Central,2.93
2998,Tablet,4.8,74.38,81.71,Medical,Under 18,South,-1.87
2999,Smartphone,3.1,83.64,72.48,Sciences,Under 18,West,-1.01
3000,Desktop,6.0,60.6,78.87,Engineering,23-30,South,-3.32
3001,Tablet,5.5,74.02,73.5,Sciences,23-30,Central,-7.82
3002,Hybrid Device,6.0,55.34,83.57,Medical,23-30,South,-1.7
3003,Laptop,5.1,74.94,73.92,Business,23-30,East,4.66
3004,Hybrid Device,5.9,80.46,73.75,Sciences,Under 18,East,1.81
3005,Smartphone,4.4,75.53,79.33,Medical,18-22,West,1.21
3006,Desktop,5.1,67.94,80.11,Engineering,18-22,Central,-0.35
3007,Desktop,5.1,78.14,77.63,Sciences,18-22,West,-4.78
3008,Smartphone,3.7,63.64,75.27,Engineering,23-30,West,-7.46
3009,Tablet,4.4,67.02,76.75,Engineering,23-30,Central,-6.63
3010,Tablet,5.9,61.9,72.06,Arts,18-22,North,-9.91
3011,Desktop,6.2,79.48,77.16,Sciences,Under 18,North,0.1
3012,Desktop,5.6,77.58,79.94,Medical,18-22,South,2.18
3013,Laptop,6.4,72.67,70.87,Sciences,Under 18,North,-5.97
3014,Tablet,4.7,68.44,72.95,Sciences,23-30,East,-8.62
3015,Smartphone,3.3,60.51,77.5,Engineering,18-22,West,-4.96
3016,Tablet,4.5,78.52,76.18,Engineering,18-22,South,-5.62
3017,Laptop,6.3,74.57,73.87,Engineering,23-30,West,-3.24
3018,Desktop,5.1,75.31,72.37,Engineering,Under 18,Central,-6.04
3019,Desktop,5.5,62.14,81.87,Medical,18-22,North,-4.9
3020,Laptop,5.4,73.17,79.93,Business,18-22,Central,3.61
3021,Smartphone,3.4,70.45,74.19,Arts,Under 18,South,-4.98
3022,Desktop,6.4,69.65,78.83,Engineering,18-22,East,1.78
3023,Hybrid Device,6.7,65.44,80.42,Engineering,18-22,North,-0.61
3024,Desktop,6.4,61.83,67.56,Arts,23-30,Central,-4.94
3025,Hybrid Device,6.3,70.27,78.22,Engineering,Under 18,North,2.27
3026,Laptop,6.8,61.03,70.61,Business,18-22,West,-1.07
3027,Laptop,5.1,60.32,75.66,Sciences,18-22,East,-9.87
3028,Desktop,5.3,65.48,74.7,Arts,23-30,North,-8.97
3029,Tablet,4.8,71.2,83.61,Medical,18-22,East,1.29
3030,Hybrid Device,5.7,55.83,70.34,Arts,23-30,West,-3.3
3031,Smartphone,3.8,72.93,77.89,Business,18-22,West,-3.92
3032,Desktop,5.4,72.11,84.44,Medical,23-30,Central,-7.81
3033,Smartphone,3.3,74.16,71.73,Sciences,Under 18,South,-7.64
3034,Desktop,6.0,82.48,79.93,Engineering,Under 18,Central,1.97
3035,Tablet,5.9,73.25,67.7,Arts,18-22,East,2.44
3036,Tablet,4.8,60.68,83.77,Medical,18-22,Central,-1.6
3037,Tablet,4.1,59.38,65.98,Arts,23-30,North,-5.57
3038,Tablet,5.4,62.69,71.43,Sciences,23-30,Central,3.99
3039,Laptop,5.6,80.98,72.21,Arts,Under 18,South,-0.64
3040,Laptop,5.5,65.74,76.75,Medical,18-22,South,1.95
3041,Hybrid Device,5.6,74.57,71.58,Business,23-30,East,-9.95
3042,Smartphone,4.4,80.27,80.55,Medical,Under 18,West,-3.25
3043,Desktop,6.6,75.59,73.35,Arts,Under 18,South,3.06
3044,Desktop,6.2,52.43,72.15,Sciences,23-30,East,-4.93
3045,Laptop,5.6,63.63,80.41,Engineering,18-22,South,0.9
3046,Desktop,5.6,77.31,80.08,Engineering,Under 18,South,-0.13
3047,Laptop,5.2,62.37,74.63,Sciences,23-30,West,-7.72
3048,Hybrid Device,6.9,81.52,71.47,Arts,Under 18,North,1.62
3049,Smartphone,4.3,74.52,70.32,Sciences,18-22,East,-8.31
3050,Hybrid Device,5.1,55.03,68.67,Arts,23-30,South,0.92
3051,Tablet,5.3,71.9,77.63,Medical,18-22,South,4.86
3052,Tablet,4.9,60.41,71.5,Business,18-22,Central,4.37
3053,Tablet,5.9,75.98,68.9,Arts,Under 18,North,2.0
3054,Hybrid Device,6.6,75.28,75.55,Engineering,18-22,West,-1.98
3055,Desktop,5.3,75.99,79.29,Engineering,Under 18,East,0.12
3056,Smartphone,4.4,70.89,75.98,Business,23-30,South,0.92
3057,Tablet,5.0,74.4,74.13,Arts,23-30,East,-9.87
3058,Tablet,4.4,79.11,71.45,Business,Under 18,West,-8.46
3059,Tablet,5.4,72.18,75.6,Medical,Under 18,North,-1.04
